is_practice,is_control,cost_matrix,payoff_matrix,weights,trial_num,nudge_index,trial_type,participant_id,selected_option,gross_earnings,net_earnings,uncovered_values,nudge,cot,source,fs,Unnamed: 0,type,original_item_cost,highlight_cost,click_values,original_cost_matrix,final_cost_matrix,highlight_weight,weights_deviation,click_cost,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,highlight_index,selected_option_highlight_value,trial_index,time_elapsed,nudge_highlighted_values_are_even,highlight_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,highlight_num_reveals,weights_sum,n_prizes,n_baskets,idiosyncracy,n_uncovered,highlight_reveals,is_first_index_nudged,optimal_option
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 6, 3, 6, 4], [5, 4, 5, 4, 5], [6, 6, 8, 4, 3]]","[6, 12, 12]",11,1,traffic-light-mouselab,118,0,0.0559999994399999,0.0549999994499999,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,8.0,3,3,True,2
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 5, 6, 6, 7], [8, 6, 6, 6, 4], [4, 4, 4, 4, 6]]","[2, 1, 27]",12,2,traffic-light-mouselab,118,0,0.0419999995799999,0.0389999996099999,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,34.0,3,3,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 8, 5, 4, 7], [6, 6, 3, 5, 6], [4, 5, 6, 4, 7]]","[8, 7, 15]",13,2,traffic-light-mouselab,118,1,0.0603333327299999,0.0573333327599999,"[0, 1, 5]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,10.0,3,0,False,4
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 2, 7, 7, 4], [7, 6, 0, 5, 6], [4, 4, 4, 5, 6]]","[4, 10, 16]",14,0,traffic-light-mouselab,118,0,0.0499999994999999,0.04733333286,"[0, 1, 5, 10]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,12.0,4,2,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 6, 8, 7, 4], [3, 2, 5, 6, 7], [4, 5, 5, 5, 3]]","[7, 5, 18]",15,2,traffic-light-mouselab,118,1,0.04733333286,0.04633333287,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,16.0,3,3,True,2
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 5, 4, 5, 6], [7, 6, 6, 5, 4], [5, 6, 7, 7, 3]]","[6, 20, 4]",16,0,traffic-light-mouselab,118,1,0.05799999942,0.0559999994399999,"[0, 1, 2, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,20.0,4,3,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 5, 3, 4], [5, 5, 6, 5, 6], [3, 7, 4, 7, 8]]","[4, 3, 23]",17,2,traffic-light-mouselab,118,1,0.066666666,0.06366666603,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,26.0,3,3,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[4, 3, 6, 5, 8], [7, 1, 2, 6, 5], [8, 5, 8, 6, 5]]","[2, 4, 24]",18,2,traffic-light-mouselab,118,0,0.0759999992399999,0.07466666592,"[10, 11, 12, 13]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,28.0,4,4,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 3, 5, 5, 5], [4, 7, 3, 6, 3], [6, 4, 5, 6, 8]]","[4, 21, 5]",19,2,traffic-light-mouselab,118,1,0.05966666607,0.0566666661,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,22.0,3,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 3, 5, 5, 8], [5, 5, 5, 6, 8], [6, 8, 3, 3, 8]]","[7, 16, 7]",20,2,traffic-light-mouselab,118,0,0.05233333281,0.04933333284,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,12.0,3,0,False,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 7, 7, 3, 5], [4, 5, 3, 3, 5], [7, 7, 4, 6, 5]]","[2, 7, 21]",21,2,traffic-light-mouselab,118,0,0.06099999939,0.0599999994,[10],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,22.0,1,1,True,1
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[2, 6, 6, 4, 7], [4, 6, 10, 5, 7], [10, 3, 6, 6, 5]]","[5, 3, 22]",22,2,traffic-light-mouselab,118,0,0.08066666586,0.07933333254,"[10, 11, 12, 13]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,3,5,24.0,4,4,True,0
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[7, 9, 2, 5, 4], [4, 5, 4, 6, 5], [5, 5, 6, 6, 5]]","[3, 10, 17]",23,1,traffic-light-mouselab,118,1,0.0539999994599999,0.0529999994699999,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,14.0,3,3,True,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[4, 6, 5, 4, 6], [6, 7, 5, 5, 5], [5, 4, 8, 4, 6]]","[16, 2, 12]",24,1,traffic-light-mouselab,118,1,0.05266666614,0.05166666615,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,16.0,3,3,True,2
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 3, 7, 4, 5], [4, 5, 3, 1, 7], [5, 4, 7, 3, 4]]","[11, 14, 5]",25,1,traffic-light-mouselab,118,1,0.0409999995899999,0.0399999995999999,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,10.0,3,3,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 3, 7, 6, 6], [3, 5, 8, 3, 9], [7, 4, 4, 6, 4]]","[17, 3, 10]",26,1,traffic-light-mouselab,118,0,0.0603333327299999,0.0593333327399999,[0],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,14.0,1,0,False,2
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 4, 4, 5, 3], [6, 5, 7, 4, 3], [5, 4, 6, 5, 6]]","[11, 17, 2]",27,0,traffic-light-mouselab,118,1,0.04566666621,0.04366666623,"[0, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,16.0,2,1,True,2
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[5, 5, 7, 4, 5], [6, 5, 7, 8, 5], [9, 4, 4, 8, 7]]","[1, 1, 28]",28,2,traffic-light-mouselab,118,0,0.08766666579,0.08633333247,"[10, 11, 12, 13]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,5,36.0,4,4,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 2, 6, 6, 4], [3, 4, 4, 7, 5], [4, 6, 5, 6, 2]]","[1, 20, 9]",29,0,traffic-light-mouselab,118,1,0.04533333288,0.04233333291,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,5,20.0,3,0,False,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 7, 7, 4, 3], [5, 5, 3, 5, 5], [5, 4, 4, 6, 6]]","[1, 26, 3]",30,1,traffic-light-mouselab,118,0,0.04833333285,0.0466666662,"[5, 6, 7, 8, 9]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,32.0,5,5,True,3
True,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[8, 6, 4, 5, 3], [6, 6, 4, 5, 6], [5, 6, 5, 4, 7]]","[7, 6, 17]",1,1,traffic-light-mouselab,1,1,0.0599999994,0.0569999994299999,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,3,0,False,1
True,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[8, 3, 5, 6, 4], [6, 4, 7, 4, 5], [4, 9, 4, 5, 6]]","[13, 12, 5]",2,0,traffic-light-mouselab,1,0,0.06533333268,0.0633333327,"[0, 1, 2, 5]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,10.0,4,3,True,0
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 5, 6, 8], [3, 4, 5, 5, 4], [7, 3, 4, 6, 6]]","[13, 10, 7]",3,0,traffic-light-mouselab,1,1,0.04633333287,0.04533333288,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,6.0,3,3,True,4
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 7, 3, 5, 1], [5, 5, 3, 6, 3], [6, 4, 4, 5, 4]]","[1, 9, 20]",4,0,traffic-light-mouselab,1,0,0.0566666661,0.0553333327799999,"[0, 10]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,20.0,2,1,True,0
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[9, 2, 4, 4, 5], [4, 7, 7, 5, 10], [5, 8, 4, 5, 5]]","[13, 7, 10]",5,1,traffic-light-mouselab,1,1,0.05166666615,0.05066666616,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,6.0,3,3,True,0
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[6, 3, 4, 8, 3], [4, 6, 6, 5, 5], [3, 5, 3, 9, 5]]","[12, 9, 9]",6,2,traffic-light-mouselab,1,3,0.0739999992599999,0.07233333261,"[10, 11, 12, 13, 14]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,5,4.0,5,5,True,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[4, 5, 7, 3, 6], [5, 4, 7, 6, 8], [5, 4, 4, 7, 6]]","[2, 25, 3]",7,1,traffic-light-mouselab,1,2,0.0669999993299999,0.0659999993399999,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,30.0,3,3,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 8, 4, 4, 4], [4, 8, 6, 5, 6], [5, 3, 5, 6, 5]]","[24, 2, 4]",8,2,traffic-light-mouselab,1,1,0.0733333326,0.07133333262,"[0, 1]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,28.0,2,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 6, 5, 9, 4], [6, 7, 6, 4, 6], [8, 5, 3, 6, 4]]","[4, 2, 24]",9,2,traffic-light-mouselab,1,0,0.0733333326,0.07233333261,[10],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,28.0,1,1,True,0
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 3, 6, 7, 5], [7, 5, 5, 6, 5], [7, 6, 5, 7, 6]]","[19, 3, 8]",10,0,traffic-light-mouselab,1,2,0.0563333327699999,0.0553333327799999,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,18.0,3,3,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 5, 7, 8, 4], [4, 6, 5, 4, 7], [8, 8, 5, 7, 6]]","[2, 2, 26]",11,2,traffic-light-mouselab,1,0,0.07466666592,0.07366666593,[10],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,32.0,1,1,True,1
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[8, 5, 3, 1, 5], [3, 4, 7, 4, 6], [5, 3, 5, 4, 6]]","[14, 11, 5]",12,2,traffic-light-mouselab,1,4,0.0553333327799999,0.05366666613,"[10, 11, 12, 13, 14]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,10.0,5,5,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[7, 5, 4, 8, 6], [5, 4, 5, 4, 6], [4, 1, 5, 7, 5]]","[1, 9, 20]",13,2,traffic-light-mouselab,1,2,0.04966666617,0.0466666662,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,20.0,3,3,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 1, 5, 5, 4], [3, 4, 1, 6, 3], [6, 7, 5, 2, 7]]","[3, 17, 10]",14,2,traffic-light-mouselab,1,1,0.0469999995299999,0.0449999995499999,"[5, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,14.0,2,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 9, 4, 8], [4, 6, 4, 5, 5], [6, 3, 4, 7, 6]]","[11, 12, 7]",15,1,traffic-light-mouselab,1,2,0.0583333327499999,0.0553333327799999,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,6.0,3,0,False,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 5, 6, 2, 3], [7, 3, 6, 4, 5], [5, 6, 7, 6, 6]]","[4, 16, 10]",16,1,traffic-light-mouselab,1,0,0.06199999938,0.0599999994,"[5, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,12.0,2,2,True,2
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 6, 4, 4, 5], [4, 5, 5, 7, 7], [7, 5, 4, 4, 9]]","[21, 7, 2]",17,0,traffic-light-mouselab,1,1,0.0569999994299999,0.0559999994399999,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,22.0,3,3,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 6, 5, 4, 4], [6, 4, 4, 2, 8], [5, 4, 3, 5, 6]]","[3, 12, 15]",18,2,traffic-light-mouselab,1,4,0.0659999993399999,0.06433333269,"[10, 11, 12, 13, 14]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 3, 6, 3, 2], [6, 3, 3, 3, 8], [7, 4, 2, 3, 8]]","[6, 22, 2]",19,1,traffic-light-mouselab,1,0,0.06066666606,0.05966666607,[5],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,24.0,1,1,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 5, 7, 7, 4], [6, 7, 3, 2, 5], [3, 0, 5, 7, 4]]","[8, 20, 2]",20,2,traffic-light-mouselab,1,0,0.0499999994999999,0.0489999995099999,[5],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,20.0,1,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 5, 5, 4, 6], [6, 5, 7, 5, 5], [4, 7, 1, 7, 1]]","[9, 15, 6]",21,2,traffic-light-mouselab,1,1,0.0539999994599999,0.0519999994799999,"[0, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,10.0,2,0,False,1
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 5, 4, 8, 7], [5, 4, 3, 3, 2], [4, 6, 5, 8, 4]]","[6, 17, 7]",22,1,traffic-light-mouselab,1,0,0.04966666617,0.04866666618,"[5, 6, 7]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,14.0,3,3,True,3
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 5, 6, 10, 6], [6, 4, 1, 7, 7], [7, 4, 6, 10, 9]]","[3, 4, 23]",23,2,traffic-light-mouselab,1,0,0.06866666598,0.06766666599,"[10, 11, 12]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,26.0,3,3,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 8, 6, 3], [6, 8, 5, 4, 4], [2, 6, 7, 5, 6]]","[11, 18, 1]",24,1,traffic-light-mouselab,1,1,0.0719999992799999,0.0699999992999999,"[5, 6]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,18.0,2,2,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[7, 7, 6, 4, 7], [4, 5, 7, 10, 4], [4, 4, 3, 6, 5]]","[28, 1, 1]",25,0,traffic-light-mouselab,1,0,0.0679999993199999,0.0669999993299999,[0],highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,36.0,1,1,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 5, 5, 6, 6], [4, 4, 4, 5, 7], [8, 2, 5, 8, 6]]","[15, 7, 8]",26,2,traffic-light-mouselab,1,1,0.03966666627,0.0366666663,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,5,10.0,3,0,False,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 8, 3, 1, 6], [5, 3, 6, 5, 5], [7, 4, 3, 5, 6]]","[15, 14, 1]",27,1,traffic-light-mouselab,1,1,0.0553333327799999,0.0533333327999999,"[0, 1]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,18.0,2,0,False,1
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 6, 4, 3, 5], [6, 5, 6, 7, 6], [6, 6, 3, 7, 1]]","[11, 6, 13]",28,0,traffic-light-mouselab,1,1,0.05799999942,0.0569999994299999,"[0, 1, 2]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,8.0,3,3,True,0
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 3, 9, 8, 7], [8, 6, 7, 6, 3], [7, 5, 6, 4, 4]]","[1, 2, 27]",29,2,traffic-light-mouselab,1,0,0.07066666596,0.0689999993099999,"[10, 11, 12, 13, 14]",highlight,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,34.0,5,5,True,0
